,name,Total,Family households,Family households:2-person household,Family households:3-person household,Family households:4-person household,Family households:5-person household,Family households:6-person household,Family households:7-or-more person household,Nonfamily households,Nonfamily households:1-person household,Nonfamily households:2-person household,Nonfamily households:3-person household,Nonfamily households:4-person household,Nonfamily households:5-person household,Nonfamily households:6-person household,Nonfamily households:7-or-more person household,Family households:1-person household,Totalsize_1,Totalsize_2,Totalsize_3,Totalsize_4,Totalsize_5,Totalsize_6,Totalsize_7up
14000US41051001201,"Census Tract 12.01, Multnomah, OR",2703.0,773.0,502.0,234.0,0.0,37.0,0.0,0.0,1930.0,1128.0,601.0,135.0,66.0,0.0,0.0,0.0,0,1128.0,1103.0,369.0,66.0,37.0,0.0,0.0
14000US41051001202,"Census Tract 12.02, Multnomah, OR",1552.0,812.0,465.0,124.0,185.0,17.0,21.0,0.0,740.0,412.0,274.0,16.0,38.0,0.0,0.0,0.0,0,412.0,739.0,140.0,223.0,17.0,21.0,0.0
14000US41051001301,"Census Tract 13.01, Multnomah, OR",1906.0,746.0,374.0,218.0,154.0,0.0,0.0,0.0,1160.0,685.0,334.0,80.0,61.0,0.0,0.0,0.0,0,685.0,708.0,298.0,215.0,0.0,0.0,0.0
14000US41051001302,"Census Tract 13.02, Multnomah, OR",1401.0,761.0,285.0,242.0,195.0,39.0,0.0,0.0,640.0,419.0,137.0,36.0,48.0,0.0,0.0,0.0,0,419.0,422.0,278.0,243.0,39.0,0.0,0.0
14000US41051001400,"Census Tract 14, Multnomah, OR",2480.0,1265.0,635.0,324.0,291.0,15.0,0.0,0.0,1215.0,679.0,378.0,55.0,78.0,14.0,11.0,0.0,0,679.0,1013.0,379.0,369.0,29.0,11.0,0.0
14000US41051001500,"Census Tract 15, Multnomah, OR",1372.0,910.0,378.0,302.0,157.0,59.0,14.0,0.0,462.0,248.0,153.0,38.0,23.0,0.0,0.0,0.0,0,248.0,531.0,340.0,180.0,59.0,14.0,0.0
14000US41051001601,"Census Tract 16.01, Multnomah, OR",2503.0,1338.0,773.0,249.0,235.0,53.0,14.0,14.0,1165.0,837.0,178.0,66.0,72.0,0.0,12.0,0.0,0,837.0,951.0,315.0,307.0,53.0,26.0,14.0
14000US41051001602,"Census Tract 16.02, Multnomah, OR",1779.0,1018.0,393.0,343.0,174.0,48.0,60.0,0.0,761.0,468.0,226.0,34.0,33.0,0.0,0.0,0.0,0,468.0,619.0,377.0,207.0,48.0,60.0,0.0
14000US41051001701,"Census Tract 17.01, Multnomah, OR",2981.0,1602.0,792.0,279.0,308.0,52.0,171.0,0.0,1379.0,899.0,444.0,36.0,0.0,0.0,0.0,0.0,0,899.0,1236.0,315.0,308.0,52.0,171.0,0.0
14000US41051001702,"Census Tract 17.02, Multnomah, OR",1559.0,962.0,410.0,245.0,197.0,78.0,19.0,13.0,597.0,381.0,175.0,31.0,10.0,0.0,0.0,0.0,0,381.0,585.0,276.0,207.0,78.0,19.0,13.0
14000US41051001801,"Census Tract 18.01, Multnomah, OR",2142.0,894.0,388.0,363.0,82.0,41.0,20.0,0.0,1248.0,896.0,269.0,53.0,19.0,11.0,0.0,0.0,0,896.0,657.0,416.0,101.0,52.0,20.0,0.0
14000US41051001802,"Census Tract 18.02, Multnomah, OR",1664.0,790.0,404.0,194.0,105.0,78.0,0.0,9.0,874.0,616.0,181.0,20.0,22.0,30.0,0.0,5.0,0,616.0,585.0,214.0,127.0,108.0,0.0,14.0
14000US41051001900,"Census Tract 19, Multnomah, OR",1972.0,1320.0,453.0,344.0,428.0,86.0,9.0,0.0,652.0,478.0,140.0,34.0,0.0,0.0,0.0,0.0,0,478.0,593.0,378.0,428.0,86.0,9.0,0.0
14000US41051002000,"Census Tract 20, Multnomah, OR",3442.0,1053.0,656.0,259.0,108.0,30.0,0.0,0.0,2389.0,1577.0,771.0,19.0,0.0,22.0,0.0,0.0,0,1577.0,1427.0,278.0,108.0,52.0,0.0,0.0
14000US41051002100,"Census Tract 21, Multnomah, OR",1481.0,397.0,193.0,127.0,68.0,0.0,9.0,0.0,1084.0,823.0,211.0,43.0,0.0,7.0,0.0,0.0,0,823.0,404.0,170.0,68.0,7.0,9.0,0.0
14000US41051002203,"Census Tract 22.03, Multnomah, OR",1843.0,676.0,345.0,202.0,129.0,0.0,0.0,0.0,1167.0,818.0,227.0,56.0,25.0,41.0,0.0,0.0,0,818.0,572.0,258.0,154.0,41.0,0.0,0.0
14000US41051002303,"Census Tract 23.03, Multnomah, OR",1509.0,250.0,149.0,67.0,27.0,7.0,0.0,0.0,1259.0,953.0,233.0,59.0,4.0,10.0,0.0,0.0,0,953.0,382.0,126.0,31.0,17.0,0.0,0.0
14000US41051002401,"Census Tract 24.01, Multnomah, OR",1135.0,667.0,260.0,212.0,166.0,29.0,0.0,0.0,468.0,297.0,126.0,14.0,31.0,0.0,0.0,0.0,0,297.0,386.0,226.0,197.0,29.0,0.0,0.0
14000US41051002402,"Census Tract 24.02, Multnomah, OR",2002.0,529.0,366.0,103.0,60.0,0.0,0.0,0.0,1473.0,1144.0,261.0,56.0,12.0,0.0,0.0,0.0,0,1144.0,627.0,159.0,72.0,0.0,0.0,0.0
14000US41051002501,"Census Tract 25.01, Multnomah, OR",1722.0,1400.0,602.0,318.0,358.0,102.0,10.0,10.0,322.0,259.0,58.0,0.0,5.0,0.0,0.0,0.0,0,259.0,660.0,318.0,363.0,102.0,10.0,10.0
14000US41051002502,"Census Tract 25.02, Multnomah, OR",2108.0,880.0,495.0,161.0,210.0,14.0,0.0,0.0,1228.0,752.0,394.0,28.0,26.0,0.0,28.0,0.0,0,752.0,889.0,189.0,236.0,14.0,28.0,0.0
14000US41051002600,"Census Tract 26, Multnomah, OR",1076.0,848.0,411.0,131.0,245.0,42.0,19.0,0.0,228.0,174.0,29.0,3.0,22.0,0.0,0.0,0.0,0,174.0,440.0,134.0,267.0,42.0,19.0,0.0
14000US41051002701,"Census Tract 27.01, Multnomah, OR",1217.0,865.0,379.0,139.0,292.0,55.0,0.0,0.0,352.0,207.0,96.0,8.0,41.0,0.0,0.0,0.0,0,207.0,475.0,147.0,333.0,55.0,0.0,0.0
14000US41051002702,"Census Tract 27.02, Multnomah, OR",1694.0,601.0,296.0,118.0,118.0,42.0,0.0,27.0,1093.0,919.0,136.0,21.0,0.0,11.0,6.0,0.0,0,919.0,432.0,139.0,118.0,53.0,6.0,27.0
14000US41051002801,"Census Tract 28.01, Multnomah, OR",1209.0,769.0,335.0,168.0,230.0,24.0,0.0,12.0,440.0,309.0,126.0,5.0,0.0,0.0,0.0,0.0,0,309.0,461.0,173.0,230.0,24.0,0.0,12.0
14000US41051002802,"Census Tract 28.02, Multnomah, OR",1357.0,775.0,335.0,168.0,232.0,40.0,0.0,0.0,582.0,399.0,102.0,27.0,54.0,0.0,0.0,0.0,0,399.0,437.0,195.0,286.0,40.0,0.0,0.0
14000US41051002901,"Census Tract 29.01, Multnomah, OR",1956.0,1120.0,533.0,267.0,274.0,21.0,25.0,0.0,836.0,709.0,101.0,0.0,26.0,0.0,0.0,0.0,0,709.0,634.0,267.0,300.0,21.0,25.0,0.0
14000US41051002902,"Census Tract 29.02, Multnomah, OR",2475.0,1396.0,617.0,501.0,186.0,27.0,14.0,51.0,1079.0,732.0,347.0,0.0,0.0,0.0,0.0,0.0,0,732.0,964.0,501.0,186.0,27.0,14.0,51.0
14000US41051002903,"Census Tract 29.03, Multnomah, OR",2069.0,1132.0,527.0,231.0,120.0,174.0,41.0,39.0,937.0,603.0,254.0,12.0,14.0,54.0,0.0,0.0,0,603.0,781.0,243.0,134.0,228.0,41.0,39.0
14000US41051003000,"Census Tract 30, Multnomah, OR",1925.0,1286.0,541.0,328.0,347.0,56.0,14.0,0.0,639.0,404.0,209.0,18.0,8.0,0.0,0.0,0.0,0,404.0,750.0,346.0,355.0,56.0,14.0,0.0
14000US41051003100,"Census Tract 31, Multnomah, OR",1909.0,1108.0,402.0,315.0,278.0,91.0,22.0,0.0,801.0,461.0,194.0,93.0,53.0,0.0,0.0,0.0,0,461.0,596.0,408.0,331.0,91.0,22.0,0.0
14000US41051003200,"Census Tract 32, Multnomah, OR",1758.0,1010.0,432.0,314.0,227.0,37.0,0.0,0.0,748.0,439.0,210.0,25.0,44.0,0.0,30.0,0.0,0,439.0,642.0,339.0,271.0,37.0,30.0,0.0
14000US41051003301,"Census Tract 33.01, Multnomah, OR",1332.0,701.0,271.0,217.0,197.0,13.0,0.0,3.0,631.0,378.0,161.0,66.0,12.0,14.0,0.0,0.0,0,378.0,432.0,283.0,209.0,27.0,0.0,3.0
14000US41051003302,"Census Tract 33.02, Multnomah, OR",1339.0,580.0,220.0,144.0,105.0,111.0,0.0,0.0,759.0,407.0,259.0,51.0,24.0,12.0,6.0,0.0,0,407.0,479.0,195.0,129.0,123.0,6.0,0.0
14000US41051003401,"Census Tract 34.01, Multnomah, OR",1516.0,666.0,303.0,201.0,90.0,56.0,16.0,0.0,850.0,466.0,304.0,45.0,0.0,8.0,27.0,0.0,0,466.0,607.0,246.0,90.0,64.0,43.0,0.0
14000US41051003402,"Census Tract 34.02, Multnomah, OR",1765.0,648.0,296.0,238.0,68.0,37.0,6.0,3.0,1117.0,598.0,342.0,102.0,75.0,0.0,0.0,0.0,0,598.0,638.0,340.0,143.0,37.0,6.0,3.0
14000US41051003501,"Census Tract 35.01, Multnomah, OR",1552.0,751.0,396.0,170.0,120.0,31.0,16.0,18.0,801.0,509.0,244.0,41.0,0.0,7.0,0.0,0.0,0,509.0,640.0,211.0,120.0,38.0,16.0,18.0
14000US41051003502,"Census Tract 35.02, Multnomah, OR",1043.0,455.0,204.0,110.0,115.0,17.0,0.0,9.0,588.0,300.0,217.0,41.0,30.0,0.0,0.0,0.0,0,300.0,421.0,151.0,145.0,17.0,0.0,9.0
14000US41051003601,"Census Tract 36.01, Multnomah, OR",2004.0,1112.0,578.0,288.0,143.0,82.0,3.0,18.0,892.0,436.0,316.0,108.0,32.0,0.0,0.0,0.0,0,436.0,894.0,396.0,175.0,82.0,3.0,18.0
14000US41051003602,"Census Tract 36.02, Multnomah, OR",2472.0,1463.0,581.0,419.0,344.0,85.0,10.0,24.0,1009.0,598.0,270.0,0.0,141.0,0.0,0.0,0.0,0,598.0,851.0,419.0,485.0,85.0,10.0,24.0
14000US41051003603,"Census Tract 36.03, Multnomah, OR",651.0,417.0,252.0,74.0,61.0,16.0,14.0,0.0,234.0,164.0,56.0,14.0,0.0,0.0,0.0,0.0,0,164.0,308.0,88.0,61.0,16.0,14.0,0.0
14000US41051003701,"Census Tract 37.01, Multnomah, OR",1969.0,865.0,374.0,186.0,192.0,94.0,12.0,7.0,1104.0,739.0,274.0,70.0,10.0,11.0,0.0,0.0,0,739.0,648.0,256.0,202.0,105.0,12.0,7.0
14000US41051003702,"Census Tract 37.02, Multnomah, OR",1042.0,465.0,184.0,120.0,73.0,43.0,37.0,8.0,577.0,365.0,90.0,79.0,26.0,17.0,0.0,0.0,0,365.0,274.0,199.0,99.0,60.0,37.0,8.0
14000US41051003801,"Census Tract 38.01, Multnomah, OR",1371.0,622.0,232.0,210.0,149.0,31.0,0.0,0.0,749.0,455.0,215.0,59.0,20.0,0.0,0.0,0.0,0,455.0,447.0,269.0,169.0,31.0,0.0,0.0
14000US41051003802,"Census Tract 38.02, Multnomah, OR",1410.0,658.0,306.0,136.0,160.0,41.0,0.0,15.0,752.0,343.0,225.0,133.0,22.0,29.0,0.0,0.0,0,343.0,531.0,269.0,182.0,70.0,0.0,15.0
14000US41051003803,"Census Tract 38.03, Multnomah, OR",1783.0,959.0,406.0,255.0,220.0,54.0,0.0,24.0,824.0,484.0,189.0,47.0,81.0,23.0,0.0,0.0,0,484.0,595.0,302.0,301.0,77.0,0.0,24.0
14000US41051003901,"Census Tract 39.01, Multnomah, OR",2885.0,1614.0,663.0,401.0,214.0,160.0,108.0,68.0,1271.0,669.0,479.0,97.0,26.0,0.0,0.0,0.0,0,669.0,1142.0,498.0,240.0,160.0,108.0,68.0
14000US41051003902,"Census Tract 39.02, Multnomah, OR",1351.0,885.0,405.0,160.0,276.0,34.0,10.0,0.0,466.0,279.0,127.0,52.0,0.0,0.0,8.0,0.0,0,279.0,532.0,212.0,276.0,34.0,18.0,0.0
14000US41051004001,"Census Tract 40.01, Multnomah, OR",2734.0,1616.0,642.0,216.0,367.0,134.0,28.0,229.0,1118.0,775.0,287.0,22.0,34.0,0.0,0.0,0.0,0,775.0,929.0,238.0,401.0,134.0,28.0,229.0
14000US41051004002,"Census Tract 40.02, Multnomah, OR",1729.0,966.0,437.0,269.0,202.0,39.0,19.0,0.0,763.0,433.0,142.0,19.0,77.0,57.0,17.0,18.0,0,433.0,579.0,288.0,279.0,96.0,36.0,18.0
14000US41051004101,"Census Tract 41.01, Multnomah, OR",2881.0,1748.0,762.0,331.0,413.0,181.0,34.0,27.0,1133.0,710.0,320.0,68.0,16.0,19.0,0.0,0.0,0,710.0,1082.0,399.0,429.0,200.0,34.0,27.0
14000US41051004102,"Census Tract 41.02, Multnomah, OR",2096.0,1294.0,685.0,232.0,234.0,52.0,30.0,61.0,802.0,531.0,187.0,62.0,22.0,0.0,0.0,0.0,0,531.0,872.0,294.0,256.0,52.0,30.0,61.0
14000US41051004200,"Census Tract 42, Multnomah, OR",1910.0,827.0,360.0,120.0,172.0,148.0,27.0,0.0,1083.0,769.0,296.0,18.0,0.0,0.0,0.0,0.0,0,769.0,656.0,138.0,172.0,148.0,27.0,0.0
14000US41051004300,"Census Tract 43, Multnomah, OR",446.0,275.0,144.0,66.0,57.0,7.0,1.0,0.0,171.0,113.0,58.0,0.0,0.0,0.0,0.0,0.0,0,113.0,202.0,66.0,57.0,7.0,1.0,0.0
14000US41051004500,"Census Tract 45, Multnomah, OR",1353.0,520.0,236.0,119.0,83.0,49.0,33.0,0.0,833.0,499.0,324.0,10.0,0.0,0.0,0.0,0.0,0,499.0,560.0,129.0,83.0,49.0,33.0,0.0
14000US41051004601,"Census Tract 46.01, Multnomah, OR",1495.0,877.0,514.0,179.0,153.0,20.0,11.0,0.0,618.0,497.0,112.0,9.0,0.0,0.0,0.0,0.0,0,497.0,626.0,188.0,153.0,20.0,11.0,0.0
14000US41051004602,"Census Tract 46.02, Multnomah, OR",885.0,595.0,279.0,96.0,177.0,43.0,0.0,0.0,290.0,228.0,51.0,11.0,0.0,0.0,0.0,0.0,0,228.0,330.0,107.0,177.0,43.0,0.0,0.0
14000US41051004700,"Census Tract 47, Multnomah, OR",2587.0,843.0,480.0,221.0,102.0,40.0,0.0,0.0,1744.0,1410.0,276.0,22.0,12.0,24.0,0.0,0.0,0,1410.0,756.0,243.0,114.0,64.0,0.0,0.0
14000US41051004800,"Census Tract 48, Multnomah, OR",2049.0,523.0,456.0,67.0,0.0,0.0,0.0,0.0,1526.0,1242.0,249.0,19.0,16.0,0.0,0.0,0.0,0,1242.0,705.0,86.0,16.0,0.0,0.0,0.0
14000US41051004900,"Census Tract 49, Multnomah, OR",2937.0,565.0,415.0,43.0,88.0,19.0,0.0,0.0,2372.0,1876.0,474.0,0.0,22.0,0.0,0.0,0.0,0,1876.0,889.0,43.0,110.0,19.0,0.0,0.0
14000US41051005000,"Census Tract 50, Multnomah, OR",2321.0,564.0,484.0,50.0,22.0,8.0,0.0,0.0,1757.0,1465.0,292.0,0.0,0.0,0.0,0.0,0.0,0,1465.0,776.0,50.0,22.0,8.0,0.0,0.0
14000US41051005100,"Census Tract 51, Multnomah, OR",5570.0,1138.0,996.0,73.0,69.0,0.0,0.0,0.0,4432.0,3778.0,654.0,0.0,0.0,0.0,0.0,0.0,0,3778.0,1650.0,73.0,69.0,0.0,0.0,0.0
14000US41051005200,"Census Tract 52, Multnomah, OR",3137.0,585.0,507.0,42.0,14.0,22.0,0.0,0.0,2552.0,2195.0,346.0,11.0,0.0,0.0,0.0,0.0,0,2195.0,853.0,53.0,14.0,22.0,0.0,0.0
14000US41051005500,"Census Tract 55, Multnomah, OR",1687.0,302.0,248.0,21.0,8.0,25.0,0.0,0.0,1385.0,953.0,277.0,117.0,20.0,0.0,0.0,18.0,0,953.0,525.0,138.0,28.0,25.0,0.0,18.0
14000US41051005600,"Census Tract 56, Multnomah, OR",2751.0,349.0,299.0,24.0,26.0,0.0,0.0,0.0,2402.0,1676.0,366.0,83.0,277.0,0.0,0.0,0.0,0,1676.0,665.0,107.0,303.0,0.0,0.0,0.0
14000US41051005700,"Census Tract 57, Multnomah, OR",2354.0,657.0,489.0,112.0,16.0,25.0,0.0,15.0,1697.0,1326.0,357.0,14.0,0.0,0.0,0.0,0.0,0,1326.0,846.0,126.0,16.0,25.0,0.0,15.0
14000US41051005800,"Census Tract 58, Multnomah, OR",2411.0,1242.0,762.0,209.0,206.0,65.0,0.0,0.0,1169.0,937.0,174.0,58.0,0.0,0.0,0.0,0.0,0,937.0,936.0,267.0,206.0,65.0,0.0,0.0
14000US41051005900,"Census Tract 59, Multnomah, OR",4830.0,1558.0,1172.0,235.0,117.0,0.0,0.0,34.0,3272.0,2282.0,843.0,147.0,0.0,0.0,0.0,0.0,0,2282.0,2015.0,382.0,117.0,0.0,0.0,34.0
14000US41051006001,"Census Tract 60.01, Multnomah, OR",738.0,380.0,232.0,76.0,71.0,1.0,0.0,0.0,358.0,255.0,71.0,12.0,16.0,0.0,0.0,4.0,0,255.0,303.0,88.0,87.0,1.0,0.0,4.0
14000US41051006002,"Census Tract 60.02, Multnomah, OR",961.0,581.0,218.0,136.0,176.0,45.0,5.0,1.0,380.0,294.0,86.0,0.0,0.0,0.0,0.0,0.0,0,294.0,304.0,136.0,176.0,45.0,5.0,1.0
14000US41051006100,"Census Tract 61, Multnomah, OR",1015.0,776.0,415.0,135.0,174.0,52.0,0.0,0.0,239.0,189.0,45.0,5.0,0.0,0.0,0.0,0.0,0,189.0,460.0,140.0,174.0,52.0,0.0,0.0
14000US41051006200,"Census Tract 62, Multnomah, OR",1269.0,746.0,331.0,202.0,161.0,25.0,27.0,0.0,523.0,299.0,202.0,7.0,15.0,0.0,0.0,0.0,0,299.0,533.0,209.0,176.0,25.0,27.0,0.0
14000US41051006300,"Census Tract 63, Multnomah, OR",1661.0,1151.0,574.0,230.0,233.0,99.0,11.0,4.0,510.0,347.0,58.0,24.0,46.0,24.0,11.0,0.0,0,347.0,632.0,254.0,279.0,123.0,22.0,4.0
14000US41051006402,"Census Tract 64.02, Multnomah, OR",2107.0,1704.0,662.0,460.0,452.0,85.0,40.0,5.0,403.0,319.0,65.0,19.0,0.0,0.0,0.0,0.0,0,319.0,727.0,479.0,452.0,85.0,40.0,5.0
14000US41051006403,"Census Tract 64.03, Multnomah, OR",1721.0,1006.0,495.0,196.0,154.0,77.0,64.0,20.0,715.0,602.0,88.0,17.0,0.0,8.0,0.0,0.0,0,602.0,583.0,213.0,154.0,85.0,64.0,20.0
14000US41051006404,"Census Tract 64.04, Multnomah, OR",1720.0,1010.0,497.0,295.0,189.0,20.0,0.0,9.0,710.0,564.0,110.0,22.0,14.0,0.0,0.0,0.0,0,564.0,607.0,317.0,203.0,20.0,0.0,9.0
14000US41051006501,"Census Tract 65.01, Multnomah, OR",2404.0,1680.0,706.0,521.0,315.0,70.0,68.0,0.0,724.0,326.0,398.0,0.0,0.0,0.0,0.0,0.0,0,326.0,1104.0,521.0,315.0,70.0,68.0,0.0
14000US41051006502,"Census Tract 65.02, Multnomah, OR",2063.0,871.0,444.0,196.0,143.0,14.0,55.0,19.0,1192.0,677.0,439.0,38.0,38.0,0.0,0.0,0.0,0,677.0,883.0,234.0,181.0,14.0,55.0,19.0
14000US41051006601,"Census Tract 66.01, Multnomah, OR",1108.0,726.0,397.0,102.0,212.0,15.0,0.0,0.0,382.0,290.0,92.0,0.0,0.0,0.0,0.0,0.0,0,290.0,489.0,102.0,212.0,15.0,0.0,0.0
14000US41051006602,"Census Tract 66.02, Multnomah, OR",2492.0,1360.0,609.0,335.0,319.0,62.0,35.0,0.0,1132.0,796.0,301.0,24.0,11.0,0.0,0.0,0.0,0,796.0,910.0,359.0,330.0,62.0,35.0,0.0
14000US41051006701,"Census Tract 67.01, Multnomah, OR",1373.0,842.0,363.0,228.0,182.0,69.0,0.0,0.0,531.0,459.0,72.0,0.0,0.0,0.0,0.0,0.0,0,459.0,435.0,228.0,182.0,69.0,0.0,0.0
14000US41051006702,"Census Tract 67.02, Multnomah, OR",1449.0,873.0,316.0,278.0,166.0,113.0,0.0,0.0,576.0,405.0,149.0,14.0,8.0,0.0,0.0,0.0,0,405.0,465.0,292.0,174.0,113.0,0.0,0.0
14000US41051006801,"Census Tract 68.01, Multnomah, OR",1108.0,633.0,276.0,156.0,168.0,33.0,0.0,0.0,475.0,400.0,75.0,0.0,0.0,0.0,0.0,0.0,0,400.0,351.0,156.0,168.0,33.0,0.0,0.0
14000US41051006802,"Census Tract 68.02, Multnomah, OR",1454.0,986.0,387.0,311.0,198.0,72.0,18.0,0.0,468.0,365.0,103.0,0.0,0.0,0.0,0.0,0.0,0,365.0,490.0,311.0,198.0,72.0,18.0,0.0
14000US41051006900,"Census Tract 69, Multnomah, OR",1149.0,856.0,478.0,169.0,149.0,60.0,0.0,0.0,293.0,205.0,63.0,25.0,0.0,0.0,0.0,0.0,0,205.0,541.0,194.0,149.0,60.0,0.0,0.0
14000US41051007000,"Census Tract 70, Multnomah, OR",3168.0,2356.0,1061.0,419.0,623.0,195.0,32.0,26.0,812.0,762.0,50.0,0.0,0.0,0.0,0.0,0.0,0,762.0,1111.0,419.0,623.0,195.0,32.0,26.0
14000US41051007100,"Census Tract 71, Multnomah, OR",1095.0,707.0,355.0,176.0,134.0,30.0,12.0,0.0,388.0,331.0,29.0,19.0,9.0,0.0,0.0,0.0,0,331.0,384.0,195.0,143.0,30.0,12.0,0.0
14000US41051007201,"Census Tract 72.01, Multnomah, OR",1181.0,512.0,373.0,55.0,11.0,38.0,35.0,0.0,669.0,522.0,97.0,19.0,19.0,12.0,0.0,0.0,0,522.0,470.0,74.0,30.0,50.0,35.0,0.0
14000US41051007202,"Census Tract 72.02, Multnomah, OR",1222.0,765.0,226.0,278.0,133.0,78.0,38.0,12.0,457.0,343.0,105.0,9.0,0.0,0.0,0.0,0.0,0,343.0,331.0,287.0,133.0,78.0,38.0,12.0
14000US41051007300,"Census Tract 73, Multnomah, OR",188.0,70.0,21.0,5.0,31.0,7.0,0.0,6.0,118.0,89.0,24.0,0.0,5.0,0.0,0.0,0.0,0,89.0,45.0,5.0,36.0,7.0,0.0,6.0
14000US41051007400,"Census Tract 74, Multnomah, OR",1396.0,923.0,293.0,150.0,245.0,115.0,19.0,101.0,473.0,331.0,104.0,27.0,11.0,0.0,0.0,0.0,0,331.0,397.0,177.0,256.0,115.0,19.0,101.0
14000US41051007500,"Census Tract 75, Multnomah, OR",1782.0,1038.0,316.0,286.0,216.0,154.0,8.0,58.0,744.0,402.0,187.0,131.0,6.0,8.0,0.0,10.0,0,402.0,503.0,417.0,222.0,162.0,8.0,68.0
14000US41051007600,"Census Tract 76, Multnomah, OR",1328.0,721.0,341.0,161.0,48.0,65.0,87.0,19.0,607.0,431.0,129.0,37.0,10.0,0.0,0.0,0.0,0,431.0,470.0,198.0,58.0,65.0,87.0,19.0
14000US41051007700,"Census Tract 77, Multnomah, OR",804.0,500.0,191.0,174.0,37.0,38.0,10.0,50.0,304.0,221.0,56.0,10.0,17.0,0.0,0.0,0.0,0,221.0,247.0,184.0,54.0,38.0,10.0,50.0
14000US41051007800,"Census Tract 78, Multnomah, OR",785.0,503.0,181.0,156.0,72.0,49.0,17.0,28.0,282.0,155.0,95.0,2.0,18.0,12.0,0.0,0.0,0,155.0,276.0,158.0,90.0,61.0,17.0,28.0
14000US41051007900,"Census Tract 79, Multnomah, OR",1817.0,1052.0,419.0,359.0,152.0,83.0,12.0,27.0,765.0,531.0,188.0,19.0,27.0,0.0,0.0,0.0,0,531.0,607.0,378.0,179.0,83.0,12.0,27.0
14000US41051008001,"Census Tract 80.01, Multnomah, OR",1352.0,637.0,297.0,166.0,97.0,75.0,2.0,0.0,715.0,429.0,237.0,39.0,0.0,10.0,0.0,0.0,0,429.0,534.0,205.0,97.0,85.0,2.0,0.0
14000US41051008002,"Census Tract 80.02, Multnomah, OR",1136.0,716.0,216.0,186.0,145.0,122.0,20.0,27.0,420.0,360.0,36.0,14.0,10.0,0.0,0.0,0.0,0,360.0,252.0,200.0,155.0,122.0,20.0,27.0
14000US41051008100,"Census Tract 81, Multnomah, OR",3116.0,1654.0,625.0,420.0,237.0,219.0,108.0,45.0,1462.0,1098.0,296.0,46.0,12.0,10.0,0.0,0.0,0,1098.0,921.0,466.0,249.0,229.0,108.0,45.0
14000US41051008201,"Census Tract 82.01, Multnomah, OR",1308.0,696.0,307.0,166.0,183.0,40.0,0.0,0.0,612.0,515.0,79.0,18.0,0.0,0.0,0.0,0.0,0,515.0,386.0,184.0,183.0,40.0,0.0,0.0
14000US41051008202,"Census Tract 82.02, Multnomah, OR",3114.0,1799.0,509.0,480.0,459.0,134.0,179.0,38.0,1315.0,1031.0,252.0,0.0,32.0,0.0,0.0,0.0,0,1031.0,761.0,480.0,491.0,134.0,179.0,38.0
14000US41051008301,"Census Tract 83.01, Multnomah, OR",1657.0,1012.0,428.0,238.0,249.0,59.0,38.0,0.0,645.0,483.0,107.0,21.0,12.0,0.0,0.0,22.0,0,483.0,535.0,259.0,261.0,59.0,38.0,22.0
14000US41051008302,"Census Tract 83.02, Multnomah, OR",1497.0,934.0,304.0,242.0,152.0,101.0,112.0,23.0,563.0,399.0,111.0,0.0,30.0,23.0,0.0,0.0,0,399.0,415.0,242.0,182.0,124.0,112.0,23.0
14000US41051008400,"Census Tract 84, Multnomah, OR",1586.0,949.0,355.0,244.0,132.0,101.0,57.0,60.0,637.0,475.0,152.0,10.0,0.0,0.0,0.0,0.0,0,475.0,507.0,254.0,132.0,101.0,57.0,60.0
14000US41051008500,"Census Tract 85, Multnomah, OR",1576.0,1128.0,442.0,239.0,210.0,74.0,87.0,76.0,448.0,301.0,147.0,0.0,0.0,0.0,0.0,0.0,0,301.0,589.0,239.0,210.0,74.0,87.0,76.0
14000US41051008600,"Census Tract 86, Multnomah, OR",1562.0,886.0,334.0,230.0,101.0,139.0,10.0,72.0,676.0,469.0,196.0,0.0,0.0,0.0,11.0,0.0,0,469.0,530.0,230.0,101.0,139.0,21.0,72.0
14000US41051008700,"Census Tract 87, Multnomah, OR",1793.0,1062.0,391.0,279.0,253.0,40.0,43.0,56.0,731.0,412.0,243.0,48.0,17.0,0.0,11.0,0.0,0,412.0,634.0,327.0,270.0,40.0,54.0,56.0
14000US41051008800,"Census Tract 88, Multnomah, OR",1620.0,1042.0,414.0,360.0,174.0,59.0,23.0,12.0,578.0,417.0,131.0,12.0,9.0,9.0,0.0,0.0,0,417.0,545.0,372.0,183.0,68.0,23.0,12.0
14000US41051008901,"Census Tract 89.01, Multnomah, OR",3177.0,2428.0,876.0,410.0,440.0,373.0,224.0,105.0,749.0,581.0,168.0,0.0,0.0,0.0,0.0,0.0,0,581.0,1044.0,410.0,440.0,373.0,224.0,105.0
14000US41051008902,"Census Tract 89.02, Multnomah, OR",1472.0,836.0,292.0,295.0,162.0,65.0,12.0,10.0,636.0,344.0,227.0,59.0,6.0,0.0,0.0,0.0,0,344.0,519.0,354.0,168.0,65.0,12.0,10.0
14000US41051009000,"Census Tract 90, Multnomah, OR",3405.0,2427.0,584.0,612.0,547.0,400.0,165.0,119.0,978.0,721.0,144.0,68.0,31.0,14.0,0.0,0.0,0,721.0,728.0,680.0,578.0,414.0,165.0,119.0
